,Zip_simple,tot_accidents
10221,25045,22
10222,29911,22
10223,13601,22
10224,33960,22
10225,05101,22
10226,54208,22
10227,25082,22
10228,47639,22
10229,02874,22
10230,61103,22
10231,68061,22
10232,47635,22
10233,37641,22
10234,55012,22
10235,96032,22
10236,13054,22
10237,80005,22
10238,88252,22
10239,32738,22
10240,54720,22
10241,24554,22
10242,22973,22
10243,19952,22
10244,22307,22
10245,01864,22
10246,74171,22
10247,01002,22
10248,35570,22
10249,30558,22
10250,44126,22
10251,29828,22
10252,98288,22
10253,54983,22
10254,49103,22
10255,30605,22
10256,33881,22
10257,51561,22
10258,47345,22
10259,33857,22
10260,19435,22
10261,27203,22
10262,17271,22
10263,53944,22
10264,78663,22
10265,34950,22
10266,75114,22
10267,12062,22
10268,80449,22
10269,35186,22
10270,21851,22
10271,78235,22
10272,61761,22
10273,33483,22
10274,56358,22
10275,37617,22
10276,48653,22
10277,45807,22
10278,48215,22
10279,44870,22
10280,73003,22
10281,79912,22
10282,15531,22
10283,75409,22
10284,20603,22
10285,27509,22
10286,95148,22
10287,30415,22
10288,20137,22
10289,06424,22
10290,35033,22
10291,36752,22
10292,30622,22
10293,93602,22
10294,81652,22
10295,15089,22
10296,55302,22
10297,81130,22
10298,12518,22
10299,90036,22
10300,13029,22
10301,76630,22
10302,16510,22
10303,23062,22
10304,02745,22
10305,63386,22
10306,17240,22
10307,22959,22
10308,19966,22
10309,44406,22
10310,28379,22
10311,56515,22
10312,24421,22
10313,91204,22
10314,86053,22
10315,16901,22
10316,10307,22
10317,98237,22
10318,20754,22
10319,07670,22
10320,45102,22
10321,52804,22
10322,48421,22
10323,80456,22
10324,83336,22
10325,80814,22
10326,39066,22
10327,23927,22
10328,53115,22
10329,12057,22
10330,62712,22
10331,67213,22
10332,37015,22
10333,17309,22
10334,76148,22
10335,76527,22
10336,01085,22
10337,98592,22
10338,37140,22
10339,89419,22
10340,24538,22
10341,39507,22
10342,97633,21
10343,51570,21
10344,96058,21
10345,32577,21
10346,73095,21
10347,24314,21
10348,83654,21
10349,18446,21
10350,24011,21
10351,63351,21
10352,60465,21
10353,11004,21
10354,78516,21
10355,27534,21
10356,52802,21
10357,48414,21
10358,52233,21
10359,24558,21
10360,32601,21
10361,15701,21
10362,50702,21
10363,02719,21
10364,13126,21
10365,20015,21
10366,80902,21
10367,97640,21
10368,60463,21
10369,23298,21
10370,96019,21
10371,91963,21
10372,68366,21
10373,94086,21
10374,14052,21
10375,85602,21
10376,81025,21
10377,52776,21
10378,71292,21
10379,23693,21
10380,71360,21
10381,26525,21
10382,53182,21
10383,99141,21
10384,29667,21
10385,30828,21
10386,40351,21
10387,66212,21
10388,28650,21
10389,32653,21
10390,06013,21
10391,46514,21
10392,54966,21
10393,77581,21
10394,56481,21
10395,96129,21
10396,18426,21
10397,60464,21
10398,56228,21
10399,61356,21
10400,76502,21
10401,04240,21
10402,08515,21
10403,19350,21
10404,36432,21
10405,16930,21
10406,48193,21
10407,41008,21
10408,33305,21
10409,76651,21
10410,14208,21
10411,54944,21
10412,30054,21
10413,15034,21
10414,55373,21
10415,07734,21
10416,28374,21
10417,77445,21
10418,27217,21
10419,12953,21
10420,54482,21
10421,22849,21
10422,28328,21
10423,77563,21
10424,98635,21
10425,32131,21
10426,12067,21
10427,87059,21
10428,35150,21
10429,33029,21
10430,43713,21
10431,50069,21
10432,84782,21
10433,80654,21
10434,55959,21
10435,95345,21
10436,37047,21
10437,70047,21
10438,19333,21
10439,20602,21
10440,18932,21
10441,55358,21
10442,22538,21
10443,15126,21
10444,81006,21
10445,19026,21
10446,47341,21
10447,55760,21
10448,48179,21
10449,23069,21
10450,08882,21
10451,23517,21
10452,47710,21
10453,74851,21
10454,06779,21
10455,56443,21
10456,11557,21
10457,78665,21
10458,28394,21
10459,24317,21
10460,12157,21
10461,17344,21
10462,64058,21
10463,17036,21
10464,19330,21
10465,16055,21
10466,22443,21
10467,15944,21
10468,02675,21
10469,07848,21
10470,32462,21
10471,32732,21
10472,77532,21
10473,35616,21
10474,33154,21
10475,11548,21
10476,81223,20
10477,08310,20
10478,12083,20
10479,46171,20
10480,72227,20
10481,72204,20
10482,56560,20
10483,24266,20
10484,77566,20
10485,85721,20
10486,38024,20
10487,55359,20
10488,18641,20
10489,66207,20
10490,98597,20
10491,29401,20
10492,86334,20
10493,65721,20
10494,20861,20
10495,97495,20
10496,55307,20
10497,30017,20
10498,76050,20
10499,07420,20
10500,24550,20
10501,37660,20
10502,50063,20
10503,39428,20
10504,39452,20
10505,08742,20
10506,28365,20
10507,56087,20
10508,19492,20
10509,06510,20
10510,44681,20
10511,89128,20
10512,15030,20
10513,27209,20
10514,11428,20
10515,47331,20
10516,61241,20
10517,65706,20
10518,05676,20
10519,04434,20
10520,17921,20
10521,17051,20
10522,39837,20
10523,99006,20
10524,93526,20
10525,91324,20
10526,84080,20
10527,44234,20
10528,96146,20
10529,44444,20
10530,80610,20
10531,12084,20
10532,81073,20
10533,56630,20
10534,83861,20
10535,99357,20
10536,45640,20
10537,76041,20
10538,94922,20
10539,32565,20
10540,32179,20
10541,11005,20
10542,12173,20
10543,49431,20
10544,35961,20
10545,46149,20
10546,83704,20
10547,35748,20
10548,31643,20
10549,99338,20
10550,77662,20
10551,45434,20
10552,31820,20
10553,19607,20
10554,93205,20
10555,48879,20
10556,26452,20
10557,25880,20
10558,44231,20
10559,63039,20
10560,89139,20
10561,95427,20
10562,30218,20
10563,48626,20
10564,24018,20
10565,08884,20
10566,01109,20
10567,62960,20
10568,07874,20
10569,03262,20
10570,46628,20
10571,36560,20
10572,19933,20
10573,27536,20
10574,27260,20
10575,17844,20
10576,02879,20
10577,46540,20
10578,94122,20
10579,64152,20
10580,38006,20
10581,08751,20
10582,35580,20
10583,40065,20
10584,39567,20
10585,32641,20
10586,92260,20
10587,01890,20
10588,80829,20
10589,83835,20
10590,10922,20
10591,23833,20
10592,53095,20
10593,72104,20
10594,24162,20
10595,62208,20
10596,23487,20
10597,12052,20
10598,22851,20
10599,98030,20
10600,35673,20
10601,95318,20
10602,22503,20
10603,18091,20
10604,75860,20
10605,32618,20
10606,36260,20
10607,05446,20
10608,21757,20
10609,34436,20
10610,28412,20
10611,32694,20
10612,55310,20
10613,96076,20
10614,06423,20
10615,39577,20
10616,72346,20
10617,55935,20
10618,68521,20
10619,99005,20
10620,30334,20
10621,37772,20
10622,61354,20
10623,02631,20
10624,44264,20
10625,16037,20
10626,92703,20
10627,36040,20
10628,63034,20
10629,94117,20
10630,23011,20
10631,97848,20
10632,14105,20
10633,83629,20
10634,34731,20
10635,46161,20
10636,28107,20
10637,50240,20
10638,17866,20
10639,87701,20
10640,27983,20
10641,06417,20
10642,34434,20
10643,43344,19
10644,96133,19
10645,80487,19
10646,27839,19
10647,98074,19
10648,27886,19
10649,06855,19
10650,27332,19
10651,59901,19
10652,01721,19
10653,98606,19
10654,15681,19
10655,17889,19
10656,19143,19
10657,45504,19
10658,16232,19
10659,38388,19
10660,20194,19
10661,15639,19
10662,81220,19
10663,24586,19
10664,56215,19
10665,28124,19
10666,31733,19
10667,37813,19
10668,76123,19
10669,56068,19
10670,32764,19
10671,32189,19
10672,91325,19
10673,03440,19
10674,45311,19
10675,81226,19
10676,61111,19
10677,12833,19
10678,30436,19
10679,36420,19
10680,13495,19
10681,32233,19
10682,17532,19
10683,06354,19
10684,44090,19
10685,18635,19
10686,83335,19
10687,43078,19
10688,21620,19
10689,82901,19
10690,17842,19
10691,49047,19
10692,27557,19
10693,46845,19
10694,07480,19
10695,48026,19
10696,49230,19
10697,50226,19
10698,01537,19
10699,80501,19
10700,87506,19
10701,72017,19
10702,37664,19
10703,82935,19
10704,43102,19
10705,30567,19
10706,29717,19
10707,18517,19
10708,36854,19
10709,66801,19
10710,22203,19
10711,36758,19
10712,08525,19
10713,16105,19
10714,60970,19
10715,11366,19
10716,84005,19
10717,45323,19
10718,56222,19
10719,15417,19
10720,16878,19
10721,30575,19
10722,40356,19
10723,21635,19
10724,15552,19
10725,50644,19
10726,37721,19
10727,44313,19
10728,29639,19
10729,43138,19
10730,81526,19
10731,10983,19
10732,12143,19
10733,32134,19
10734,98847,19
10735,43762,19
10736,37185,19
10737,95379,19
10738,32071,19
10739,72201,19
10740,33981,19
10741,54220,19
10742,01571,19
10743,47932,19
10744,11955,19
10745,27050,19
10746,32693,19
10747,30417,19
10748,77562,19
10749,24555,19
10750,48043,19
10751,15063,19
10752,06117,19
10753,27325,19
10754,95251,19
10755,18201,19
10756,51557,19
10757,90035,19
10758,47112,19
10759,03784,19
10760,24590,19
10761,79706,19
10762,15627,19
10763,45306,19
10764,28364,19
10765,71301,19
10766,06098,19
10767,36542,19
10768,32968,19
10769,27376,19
10770,35080,19
10771,13787,19
10772,80536,19
10773,18610,19
10774,05363,19
10775,53190,19
10776,56216,19
10777,49043,19
10778,97884,19
10779,47102,19
10780,49234,19
10781,28376,19
10782,48815,19
10783,84520,19
10784,17221,19
10785,27239,19
10786,60538,19
10787,79766,19
10788,36322,19
10789,03258,19
10790,77302,19
10791,12094,19
10792,55775,19
10793,44601,19
10794,84329,19
10795,16749,19
10796,70131,19
10797,37014,19
10798,41091,19
10799,47523,19
10800,24333,19
10801,17509,19
10802,23301,19
10803,48611,18
10804,70070,18
10805,02347,18
10806,65584,18
10807,75835,18
10808,48168,18
10809,79851,18
10810,35175,18
10811,30238,18
10812,32668,18
10813,36505,18
10814,01938,18
10815,72086,18
10816,56455,18
10817,08820,18
10818,60076,18
10819,23837,18
10820,06370,18
10821,83204,18
10822,33141,18
10823,54501,18
10824,60417,18
10825,53038,18
10826,53508,18
10827,47906,18
10828,15906,18
10829,99003,18
10830,62526,18
10831,75048,18
10832,60194,18
10833,06438,18
10834,27013,18
10835,55965,18
10836,34215,18
10837,61603,18
10838,56361,18
10839,02382,18
10840,47118,18
10841,02871,18
10842,48849,18
10843,78256,18
10844,16038,18
10845,23086,18
10846,40067,18
10847,45806,18
10848,24477,18
10849,63016,18
10850,45056,18
10851,54106,18
10852,17765,18
10853,30666,18
10854,56057,18
10855,18447,18
10856,95916,18
10857,95934,18
10858,61373,18
10859,80825,18
10860,29065,18
10861,37327,18
10862,28645,18
10863,56065,18
10864,01432,18
10865,17814,18
10866,50207,18
10867,97876,18
10868,46750,18
10869,70526,18
10870,46530,18
10871,61080,18
10872,27809,18
10873,10601,18
10874,53563,18
10875,46970,18
10876,51052,18
10877,93643,18
10878,21102,18
10879,07940,18
10880,43452,18
10881,94971,18
10882,38555,18
10883,08010,18
10884,71082,18
10885,75455,18
10886,29592,18
10887,19023,18
10888,12586,18
10889,01005,18
10890,14502,18
10891,62056,18
10892,43518,18
10893,75152,18
10894,55787,18
10895,98282,18
10896,03447,18
10897,36323,18
10898,65453,18
10899,77320,18
10900,44615,18
10901,87001,18
10902,38611,18
10903,44287,18
10904,19477,18
10905,73401,18
10906,18078,18
10907,31064,18
10908,92364,18
10909,11581,18
10910,77590,18
10911,48302,18
10912,30228,18
10913,95432,18
10914,78234,18
10915,12853,18
10916,17062,18
10917,43106,18
10918,06412,18
10919,94501,18
10920,86514,18
10921,14870,18
10922,94542,18
10923,85045,18
10924,17536,18
10925,22831,18
10926,52778,18
10927,32962,18
10928,86440,18
10929,83328,18
10930,29928,18
10931,64101,18
10932,24520,18
10933,07826,18
10934,45042,18
10935,28340,18
10936,23856,18
10937,32421,18
10938,60156,18
10939,32046,18
10940,78589,18
10941,19390,18
10942,47403,18
10943,32352,18
10944,22949,18
10945,03841,18
10946,92358,18
10947,15043,18
10948,31905,18
10949,89122,18
10950,95674,18
10951,23866,18
10952,01010,18
10953,27801,18
10954,48374,18
10955,44255,18
10956,25801,18
10957,74131,18
10958,30566,18
10959,62702,18
10960,30607,18
10961,86332,18
10962,08065,18
10963,86429,18
10964,44095,18
10965,23958,18
10966,33884,18
10967,27317,18
10968,17063,18
10969,56131,18
10970,89317,18
10971,24416,18
10972,06754,18
10973,17777,18
10974,39437,18
10975,14092,18
10976,75071,18
10977,60950,18
10978,28478,18
10979,78572,18
10980,45176,18
10981,56209,18
10982,55726,18
10983,23966,18
10984,64157,18
10985,90069,18
10986,92285,18
10987,90402,18
10988,56557,17
10989,31503,17
10990,72113,17
10991,37620,17
10992,18076,17
10993,56661,17
10994,30741,17
10995,48847,17
10996,55047,17
10997,53572,17
10998,55027,17
10999,61102,17
11000,17239,17
11001,01536,17
11002,45347,17
11003,16822,17
11004,81233,17
11005,62249,17
11006,30648,17
11007,46563,17
11008,32444,17
11009,35553,17
11010,29543,17
11011,97824,17
11012,53015,17
11013,13441,17
11014,15340,17
11015,77510,17
11016,12166,17
11017,34291,17
11018,41073,17
11019,35951,17
11020,54466,17
11021,55752,17
11022,22922,17
11023,78537,17
11024,24279,17
11025,54921,17
11026,01266,17
11027,45123,17
11028,53575,17
11029,35594,17
11030,45335,17
11031,54666,17
11032,61701,17
11033,80136,17
11034,25304,17
11035,13112,17
11036,11976,17
11037,66226,17
11038,31792,17
11039,40011,17
11040,16731,17
11041,61534,17
11042,15102,17
11043,22728,17
11044,48135,17
11045,61104,17
11046,03307,17
11047,28782,17
11048,49453,17
11049,02189,17
11050,12790,17
11051,55367,17
11052,28472,17
11053,23509,17
11054,08846,17
11055,92309,17
11056,95488,17
11057,99027,17
11058,39482,17
11059,06119,17
11060,84049,17
11061,83846,17
11062,70121,17
11063,62830,17
11064,53149,17
11065,84056,17
11066,01850,17
11067,46180,17
11068,07022,17
11069,22509,17
11070,83672,17
11071,11694,17
11072,18336,17
11073,24593,17
11074,35619,17
11075,76164,17
11076,23842,17
11077,14416,17
11078,19968,17
11079,07416,17
11080,77358,17
11081,21623,17
11082,24124,17
11083,45732,17
11084,01607,17
11085,22846,17
11086,68025,17
11087,40243,17
11088,62707,17
11089,65559,17
11090,18826,17
11091,27055,17
11092,93528,17
11093,79855,17
11094,75831,17
11095,16433,17
11096,92270,17
11097,04280,17
11098,80470,17
11099,85709,17
11100,01431,17
11101,72335,17
11102,72032,17
11103,37377,17
11104,07643,17
11105,70452,17
11106,22734,17
11107,04967,17
11108,22663,17
11109,48661,17
11110,96132,17
11111,56751,17
11112,90048,17
11113,44622,17
11114,46746,17
11115,31513,17
11116,32437,17
11117,54028,17
11118,35901,17
11119,68776,17
11120,54880,17
11121,15868,17
11122,15902,17
11123,86325,17
11124,80438,17
11125,95919,17
11126,28103,17
11127,37650,17
11128,56570,17
11129,08824,17
11130,53097,17
11131,07461,17
11132,30563,17
11133,89509,17
11134,32568,17
11135,60564,17
11136,01984,17
11137,01776,17
11138,77630,17
11139,93641,17
11140,48041,17
11141,39170,17
11142,85534,17
11143,52213,17
11144,04578,17
11145,19139,17
11146,26426,17
11147,16503,17
11148,95415,17
11149,12822,17
11150,33408,17
11151,85140,17
11152,83342,17
11153,73025,17
11154,79763,17
11155,70546,17
11156,61341,17
11157,60504,17
11158,30132,17
11159,19036,17
11160,90013,17
11161,68462,17
11162,19121,17
11163,38606,17
11164,98355,17
11165,30252,17
11166,18822,17
11167,83423,17
11168,51109,17
11169,53147,17
11170,35980,17
11171,20759,17
11172,76691,17
11173,08056,17
11174,07031,17
11175,47041,17
11176,80045,17
11177,03261,17
11178,74437,17
11179,60157,17
11180,01331,17
11181,36580,17
11182,54494,17
11183,76201,17
11184,06111,17
11185,49036,17
11186,21403,17
11187,79836,17
11188,10007,16
11189,98010,16
11190,87752,16
11191,73093,16
11192,61071,16
11193,22812,16
11194,84315,16
11195,34449,16
11196,19560,16
11197,95355,16
11198,62207,16
11199,33330,16
11200,97063,16
11201,77014,16
11202,95459,16
11203,52641,16
11204,11598,16
11205,49735,16
11206,15329,16
11207,48220,16
11208,53525,16
11209,05156,16
11210,53070,16
11211,30139,16
11212,46182,16
11213,16691,16
11214,56181,16
11215,30802,16
11216,10920,16
11217,13456,16
11218,63379,16
11219,15243,16
11220,79782,16
11221,08089,16
11222,29686,16
11223,39426,16
11224,02375,16
11225,33498,16
11226,18347,16
11227,13318,16
11228,89014,16
11229,60424,16
11230,32925,16
11231,13063,16
11232,37367,16
11233,47232,16
11234,84719,16
11235,45121,16
11236,55784,16
11237,07827,16
11238,16033,16
11239,10927,16
11240,84714,16
11241,98236,16
11242,81623,16
11243,40769,16
11244,21643,16
11245,13114,16
11246,21640,16
11247,83429,16
11248,84744,16
11249,54021,16
11250,12149,16
11251,96105,16
11252,78023,16
11253,08068,16
11254,46385,16
11255,97110,16
11256,82083,16
11257,39648,16
11258,27357,16
11259,18202,16
11260,11954,16
11261,44505,16
11262,28562,16
11263,19971,16
11264,15724,16
11265,34681,16
11266,50210,16
11267,16102,16
11268,37846,16
11269,53120,16
11270,55723,16
11271,29081,16
11272,83211,16
11273,48127,16
11274,15035,16
11275,82009,16
11276,12307,16
11277,47591,16
11278,69162,16
11279,40010,16
11280,90680,16
11281,84018,16
11282,40109,16
11283,37409,16
11284,50157,16
11285,56111,16
11286,34769,16
11287,32080,16
11288,36863,16
11289,56151,16
11290,49770,16
11291,31510,16
11292,88353,16
11293,46928,16
11294,14063,16
11295,67219,16
11296,19973,16
11297,81635,16
11298,15938,16
11299,02822,16
11300,24224,16
11301,35957,16
11302,81506,16
11303,15823,16
11304,60178,16
11305,38012,16
11306,46055,16
11307,02863,16
11308,27025,16
11309,52003,16
11310,44133,16
11311,08530,16
11312,24054,16
11313,37078,16
11314,96118,16
11315,80751,16
11316,28610,16
11317,93224,16
11318,32181,16
11319,05001,16
11320,44509,16
11321,56626,16
11322,56339,16
11323,15618,16
11324,24529,16
11325,61535,16
11326,18083,16
11327,22578,16
11328,14305,16
11329,13042,16
11330,06019,16
11331,35769,16
11332,05201,16
11333,45891,16
11334,23605,16
11335,75002,16
11336,46962,16
11337,22514,16
11338,48933,16
11339,55798,16
11340,62896,16
11341,06777,16
11342,72476,16
11343,22853,16
11344,08722,16
11345,13142,16
11346,32680,16
11347,81643,16
11348,21651,16
11349,43338,16
11350,47265,16
11351,23065,16
11352,20124,16
11353,33850,16
11354,29929,16
11355,12066,16
11356,85137,16
11357,06897,16
11358,95467,16
11359,32766,16
11360,27890,16
11361,71854,16
11362,08041,16
11363,97011,16
11364,42740,16
11365,33865,16
11366,70591,16
11367,10965,16
11368,97908,16
11369,37403,16
11370,29845,16
11371,61615,16
11372,24120,16
11373,68503,16
11374,44022,16
11375,44072,16
11376,28001,16
11377,75155,16
11378,08736,16
11379,33956,16
11380,36080,15
11381,01969,15
11382,51003,15
11383,27828,15
11384,25702,15
11385,44514,15
11386,85938,15
11387,12140,15
11388,11732,15
11389,12137,15
11390,26378,15
11391,59101,15
11392,48301,15
11393,45157,15
11394,87560,15
11395,03049,15
11396,01475,15
11397,43447,15
11398,12809,15
11399,54173,15
11400,13812,15
11401,79124,15
11402,30290,15
11403,02642,15
11404,24219,15
11405,47803,15
11406,54405,15
11407,06716,15
11408,14454,15
11409,63877,15
11410,46371,15
11411,84755,15
11412,14067,15
11413,26408,15
11414,45874,15
11415,07044,15
11416,60490,15
11417,48616,15
11418,61607,15
11419,62239,15
11420,50613,15
11421,18249,15
11422,93621,15
11423,14510,15
11424,29836,15
11425,49333,15
11426,55721,15
11427,10989,15
11428,12197,15
11429,06078,15
11430,48003,15
11431,33477,15
11432,27262,15
11433,47006,15
11434,45701,15
11435,44074,15
11436,44278,15
11437,96010,15
11438,94037,15
11439,13744,15
11440,56035,15
11441,19510,15
11442,40391,15
11443,40353,15
11444,05454,15
11445,21798,15
11446,84634,15
11447,56621,15
11448,05158,15
11449,37342,15
11450,08620,15
11451,68845,15
11452,21837,15
11453,70123,15
11454,12870,15
11455,18346,15
11456,03222,15
11457,98603,15
11458,02333,15
11459,75845,15
11460,22931,15
11461,45750,15
11462,84764,15
11463,01201,15
11464,21074,15
11465,12193,15
11466,19030,15
11467,83611,15
11468,31750,15
11469,18902,15
11470,96091,15
11471,71603,15
11472,54601,15
11473,89441,15
11474,49061,15
11475,43543,15
11476,54426,15
11477,22637,15
11478,95689,15
11479,90266,15
11480,30807,15
11481,72212,15
11482,36024,15
11483,38668,15
11484,99031,15
11485,42713,15
11486,19115,15
11487,23102,15
11488,21918,15
11489,56373,15
11490,86023,15
11491,13754,15
11492,49330,15
11493,60160,15
11494,81155,15
11495,46805,15
11496,01827,15
11497,33149,15
11498,13439,15
11499,11104,15
11500,52314,15
11501,17728,15
11502,95536,15
11503,72758,15
11504,53091,15
11505,55741,15
11506,98564,15
11507,48176,15
11508,76052,15
11509,03907,15
11510,91307,15
11511,94973,15
11512,44889,15
11513,48048,15
11514,21607,15
11515,61764,15
11516,49690,15
11517,44833,15
11518,52236,15
11519,95468,15
11520,80807,15
11521,31006,15
11522,84310,15
11523,95562,15
11524,35130,15
11525,71291,15
11526,69101,15
11527,35768,15
11528,47302,15
11529,35630,15
11530,24244,15
11531,67216,15
11532,06016,15
11533,61759,15
11534,83805,15
11535,29426,15
11536,64862,15
11537,25177,15
11538,81020,15
11539,08260,15
11540,61802,15
11541,77665,15
11542,53129,15
11543,62275,15
11544,90005,15
11545,90712,15
11546,24064,15
11547,43406,15
11548,21912,15
11549,06334,15
11550,16844,15
11551,30088,15
11552,03608,15
11553,15848,15
11554,40456,15
11555,17758,15
11556,45672,15
11557,95365,15
11558,37807,15
11559,05495,15
11560,98576,15
11561,48021,15
11562,36345,15
11563,83325,15
11564,71001,15
11565,12582,15
11566,67207,15
11567,95426,15
11568,10990,15
11569,34433,15
11570,84097,15
11571,24437,15
11572,96141,15
11573,62411,15
11574,84750,15
11575,56667,15
11576,12449,15
11577,51442,15
11578,23169,15
11579,20678,15
11580,12027,15
11581,92315,15
11582,83323,15
11583,96104,15
11584,07853,15
11585,30170,15
11586,56537,15
11587,71202,15
11588,62897,15
11589,39145,15
11590,60201,15
11591,63363,15
11592,73014,15
11593,07077,15
11594,47246,15
11595,55954,15
11596,72394,15
11597,55349,15
11598,35565,15
11599,37091,15
11600,46130,15
11601,36871,15
11602,62441,15
11603,05477,15
11604,94115,15
11605,50164,15
11606,70401,15
11607,03451,15
11608,98283,15
11609,27910,15
11610,01057,14
11611,95968,14
11612,12484,14
11613,48336,14
11614,23888,14
11615,61025,14
11616,06035,14
11617,16947,14
11618,31788,14
11619,64506,14
11620,13903,14
11621,97127,14
11622,19956,14
11623,56083,14
11624,17841,14
11625,60012,14
11626,49738,14
11627,32535,14
11628,46706,14
11629,87068,14
11630,95679,14
11631,35989,14
11632,85550,14
11633,25413,14
11634,06469,14
11635,70531,14
11636,49221,14
11637,54014,14
11638,35083,14
11639,10550,14
11640,20622,14
11641,05089,14
11642,30434,14
11643,92317,14
11644,46733,14
11645,48848,14
11646,49251,14
11647,86403,14
11648,07642,14
11649,21160,14
11650,01095,14
11651,61101,14
11652,74073,14
11653,45661,14
11654,82930,14
11655,65347,14
11656,47396,14
11657,11516,14
11658,37753,14
11659,53004,14
11660,90717,14
11661,92629,14
11662,36375,14
11663,76574,14
11664,16506,14
11665,60420,14
11666,98569,14
11667,14031,14
11668,98568,14
11669,34431,14
11670,46121,14
11671,44028,14
11672,48025,14
11673,28609,14
11674,70607,14
11675,12547,14
11676,15019,14
11677,72401,14
11678,19086,14
11679,60425,14
11680,45052,14
11681,02538,14
11682,60407,14
11683,39455,14
11684,27525,14
11685,28080,14
11686,50401,14
11687,90211,14
11688,76305,14
11689,24479,14
11690,72756,14
11691,06784,14
11692,32567,14
11693,61733,14
11694,11252,14
11695,27040,14
11696,92657,14
11697,23507,14
11698,90293,14
11699,48655,14
11700,24553,14
11701,55329,14
11702,40242,14
11703,89008,14
11704,43001,14
11705,54107,14
11706,06031,14
11707,94960,14
11708,78008,14
11709,12850,14
11710,23974,14
11711,78636,14
11712,43566,14
11713,43907,14
11714,79545,14
11715,93645,14
11716,56230,14
11717,87045,14
11718,89440,14
11719,02739,14
11720,52720,14
11721,45325,14
11722,97034,14
11723,69128,14
11724,76036,14
11725,65722,14
11726,21863,14
11727,80742,14
11728,85287,14
11729,02050,14
11730,24589,14
11731,56452,14
11732,10026,14
11733,31329,14
11734,87801,14
11735,36785,14
11736,39842,14
11737,97133,14
11738,15956,14
11739,61038,14
11740,55340,14
11741,20184,14
11742,64056,14
11743,84743,14
11744,85736,14
11745,19081,14
11746,45015,14
11747,48342,14
11748,24656,14
11749,46773,14
11750,17352,14
11751,24986,14
11752,25005,14
11753,06455,14
11754,31063,14
11755,44004,14
11756,19505,14
11757,49733,14
11758,28352,14
11759,60202,14
11760,56270,14
11761,84772,14
11762,13045,14
11763,45889,14
11764,56292,14
11765,36523,14
11766,63628,14
11767,60955,14
11768,27874,14
11769,54942,14
11770,60435,14
11771,24609,14
11772,85553,14
11773,93932,14
11774,02191,14
11775,31709,14
11776,31312,14
11777,54155,14
11778,19950,14
11779,53950,14
11780,15074,14
11781,06039,14
11782,12814,14
11783,24184,14
11784,54979,14
11785,44044,14
11786,25083,14
11787,56438,14
11788,51055,14
11789,12860,14
11790,55046,14
11791,46074,14
11792,78041,14
11793,51552,14
11794,66607,14
11795,56330,14
11796,56434,14
11797,16627,14
11798,24230,14
11799,64048,14
11800,29046,14
11801,54963,14
11802,16120,14
11803,81019,14
11804,43906,14
11805,70447,14
11806,56072,14
11807,15829,14
11808,07204,14
11809,23508,14
11810,37657,14
11811,01108,14
11812,98110,14
11813,30471,14
11814,61604,14
11815,25508,14
11816,90270,14
11817,03602,14
11818,12993,14
11819,83202,14
11820,06248,14
11821,54982,14
11822,28150,14
11823,46528,14
11824,03234,14
11825,59632,14
11826,28341,14
11827,55018,14
11828,53405,14
11829,28734,14
11830,50048,14
11831,31036,14
11832,36206,14
11833,61546,14
11834,87323,14
11835,06783,14
11836,19904,14
11837,71602,14
11838,46725,14
11839,37324,14
11840,24563,14
11841,46356,14
11842,50071,14
11843,08029,14
11844,44412,14
11845,95494,14
11846,06610,14
11847,32464,14
11848,03598,14
11849,06801,14
11850,78934,14
11851,01518,14
11852,52101,14
11853,67042,14
11854,52761,14
11855,07042,14
11856,54929,14
11857,97825,14
11858,17053,14
11859,51545,14
11860,29838,14
11861,07419,14
11862,13367,14
11863,18051,14
11864,53184,14
11865,83801,14
11866,38391,14
11867,62939,14
11868,01608,14
11869,06712,14
11870,46802,14
11871,37818,14
11872,61401,14
11873,81149,14
11874,22938,14
11875,15311,14
11876,35554,14
11877,14103,14
11878,01562,14
11879,60914,14
11880,44057,14
11881,27546,14
11882,47424,14
11883,28037,14
11884,48820,14
11885,29449,14
11886,02895,14
11887,75941,13
11888,53548,13
11889,43522,13
11890,63780,13
11891,06226,13
11892,93283,13
11893,34987,13
11894,06093,13
11895,53521,13
11896,44890,13
11897,30216,13
11898,15061,13
11899,15690,13
11900,54409,13
11901,79603,13
11902,16946,13
11903,03467,13
11904,23668,13
11905,92106,13
11906,54487,13
11907,07656,13
11908,14217,13
11909,34983,13
11910,44134,13
11911,43783,13
11912,07624,13
11913,60432,13
11914,15926,13
11915,84725,13
11916,21790,13
11917,78501,13
11918,40701,13
11919,16648,13
11920,38126,13
11921,49233,13
11922,61361,13
11923,72384,13
11924,15928,13
11925,95469,13
11926,07026,13
11927,35967,13
11928,35221,13
11929,92663,13
11930,16666,13
11931,32190,13
11932,87004,13
11933,01985,13
11934,27041,13
11935,55006,13
11936,54499,13
11937,16254,13
11938,15946,13
11939,77545,13
11940,14030,13
11941,61264,13
11942,02152,13
11943,37826,13
11944,56357,13
11945,36453,13
11946,45368,13
11947,52001,13
11948,15139,13
11949,93035,13
11950,75142,13
11951,07630,13
11952,15856,13
11953,56285,13
11954,36701,13
11955,03045,13
11956,23071,13
11957,80466,13
11958,01001,13
11959,65262,13
11960,30234,13
11961,30055,13
11962,04468,13
11963,48622,13
11964,47923,13
11965,23050,13
11966,03216,13
11967,01223,13
11968,56245,13
