,Zip_simple,tot_accidents
5453,85749,115
5454,39218,115
5455,45431,115
5456,48084,114
5457,95013,114
5458,17572,114
5459,60446,114
5460,55008,114
5461,21047,114
5462,97868,114
5463,60610,114
5464,97498,114
5465,33617,114
5466,60118,114
5467,02338,114
5468,32407,114
5469,97119,114
5470,49306,114
5471,60542,114
5472,23841,114
5473,49053,114
5474,64150,114
5475,11949,114
5476,55115,114
5477,21157,114
5478,24482,114
5479,92655,114
5480,56187,114
5481,77049,114
5482,36507,114
5483,80123,113
5484,93664,113
5485,63069,113
5486,02131,113
5487,84501,113
5488,21054,113
5489,07644,113
5490,78244,113
5491,95321,113
5492,93461,113
5493,11702,113
5494,49534,113
5495,85755,113
5496,23002,113
5497,60091,113
5498,15317,113
5499,43609,113
5500,95953,113
5501,22630,113
5502,22066,113
5503,06606,113
5504,48312,113
5505,15216,113
5506,36037,113
5507,55806,113
5508,39232,113
5509,33935,113
5510,46038,113
5511,32331,113
5512,77449,113
5513,53218,113
5514,71115,113
5515,30720,113
5516,84780,113
5517,98674,112
5518,80120,112
5519,23451,112
5520,10950,112
5521,23047,112
5522,31907,112
5523,32094,112
5524,98332,112
5525,76302,112
5526,98446,112
5527,97441,112
5528,06811,112
5529,33478,112
5530,95623,112
5531,85388,112
5532,33030,112
5533,66109,112
5534,86505,112
5535,94517,112
5536,49321,112
5537,45324,111
5538,60433,111
5539,28358,111
5540,43610,111
5541,29163,111
5542,84532,111
5543,95669,111
5544,32405,111
5545,60640,111
5546,40513,111
5547,08809,111
5548,60448,111
5549,97535,111
5550,75019,111
5551,17055,111
5552,29662,111
5553,07410,111
5554,03842,111
5555,04105,111
5556,44130,111
5557,77389,111
5558,78231,111
5559,45044,111
5560,43612,110
5561,29682,110
5562,85307,110
5563,48601,110
5564,43054,110
5565,30650,110
5566,62040,110
5567,55345,110
5568,24151,110
5569,41048,110
5570,37075,110
5571,44119,110
5572,06040,110
5573,33161,110
5574,32343,110
5575,91608,110
5576,56073,110
5577,30534,110
5578,20016,110
5579,02763,110
5580,84117,110
5581,13317,110
5582,93204,110
5583,97856,110
5584,21769,110
5585,32563,110
5586,24426,110
5587,38017,110
5588,77479,109
5589,14226,109
5590,93252,109
5591,55987,109
5592,53076,109
5593,97443,109
5594,29437,109
5595,06084,109
5596,89109,109
5597,35228,109
5598,12549,109
5599,85233,109
5600,97461,109
5601,17519,109
5602,93924,109
5603,55043,109
5604,03038,109
5605,29920,109
5606,22842,109
5607,46304,109
5608,32425,109
5609,13027,109
5610,11980,109
5611,98199,109
5612,85707,109
5613,12029,109
5614,17554,109
5615,45840,109
5616,15223,109
5617,32442,108
5618,44145,108
5619,96097,108
5620,01570,108
5621,48837,108
5622,85340,108
5623,30101,108
5624,30268,108
5625,60625,108
5626,76306,108
5627,53072,108
5628,37402,108
5629,97620,108
5630,33916,108
5631,07430,108
5632,77429,108
5633,89510,108
5634,15226,108
5635,80911,108
5636,35058,108
5637,34229,108
5638,29205,108
5639,44124,108
5640,54401,108
5641,74804,108
5642,60093,107
5643,08110,107
5644,95313,107
5645,80435,107
5646,16866,107
5647,93953,107
5648,07068,107
5649,33010,107
5650,74126,107
5651,32922,107
5652,85748,107
5653,30004,107
5654,23140,107
5655,19605,107
5656,20701,107
5657,11751,107
5658,44122,107
5659,24112,107
5660,92010,107
5661,89413,107
5662,56501,107
5663,45140,107
5664,70615,107
5665,48092,107
5666,36110,107
5667,80537,107
5668,75189,107
5669,85259,107
5670,10013,106
5671,01879,106
5672,02467,106
5673,17349,106
5674,30501,106
5675,77301,106
5676,27012,106
5677,60657,106
5678,32779,106
5679,39206,106
5680,08757,106
5681,60193,106
5682,27562,106
5683,52806,106
5684,33066,106
5685,90024,106
5686,07067,106
5687,07801,106
5688,33414,106
5689,55063,106
5690,22660,106
5691,33071,106
5692,45011,106
5693,80913,106
5694,60613,106
5695,29372,106
5696,39211,106
5697,28715,105
5698,31794,105
5699,06371,105
5700,43604,105
5701,13350,105
5702,97040,105
5703,76092,105
5704,18106,105
5705,56304,105
5706,56431,105
5707,10018,105
5708,31302,105
5709,29940,105
5710,29032,105
5711,95385,105
5712,02339,105
5713,95665,105
5714,35057,104
5715,29105,104
5716,83814,104
5717,78073,104
5718,45224,104
5719,10524,104
5720,95329,104
5721,52338,104
5722,64147,104
5723,94561,104
5724,40507,104
5725,22947,104
5726,85083,104
5727,98274,104
5728,33415,104
5729,14120,104
5730,08302,104
5731,44023,104
5732,80919,104
5733,85234,104
5734,97361,104
5735,01610,104
5736,13224,104
5737,36750,104
5738,12047,103
5739,33980,103
5740,93656,103
5741,48198,103
5742,08050,103
5743,98498,103
5744,34481,103
5745,89103,103
5746,95971,103
5747,14614,103
5748,24472,103
5749,02864,103
5750,55037,103
5751,17028,103
5752,96056,103
5753,45385,103
5754,30044,103
5755,35049,103
5756,85264,103
5757,85735,103
5758,32820,103
5759,97538,103
5760,49079,103
5761,22841,103
5762,63144,103
5763,07069,103
5764,55934,103
5765,86442,103
5766,17547,102
5767,93612,102
5768,45239,102
5769,06840,102
5770,14057,102
5771,80236,102
5772,43605,102
5773,93267,102
5774,37340,102
5775,08103,102
5776,34981,102
5777,84045,102
5778,43040,102
5779,07922,102
5780,45430,102
5781,46120,102
5782,47905,102
5783,02188,102
5784,93240,102
5785,44312,102
5786,11756,102
5787,28115,102
5788,29676,102
5789,29107,102
5790,98092,102
5791,48160,102
5792,12072,101
5793,30655,101
5794,06382,101
5795,63137,101
5796,37714,101
5797,98520,101
5798,93927,101
5799,10518,101
5800,36526,101
5801,53202,101
5802,49068,101
5803,02492,101
5804,06053,101
5805,10924,101
5806,97417,101
5807,33351,101
5808,98158,101
5809,36043,101
5810,31211,101
5811,29704,101
5812,32744,101
5813,32502,101
5814,08872,101
5815,95540,101
5816,34114,101
5817,93546,101
5818,76706,100
5819,55746,100
5820,22824,100
5821,56013,100
5822,78634,100
5823,33463,100
5824,97531,100
5825,03269,100
5826,21629,100
5827,84124,100
5828,48221,100
5829,48313,100
5830,02138,100
5831,21755,100
5832,07852,100
5833,33955,100
5834,18055,100
5835,48070,100
5836,08628,99
5837,55347,99
5838,48304,99
5839,56258,99
5840,24017,99
5841,29856,99
5842,85310,99
5843,70053,99
5844,98632,99
5845,84111,99
5846,44221,99
5847,44305,99
5848,30457,99
5849,19154,99
5850,35068,99
5851,24578,99
5852,33890,99
5853,92679,99
5854,23093,99
5855,95210,99
5856,98528,99
5857,07436,99
5858,14546,99
5859,35759,99
5860,46131,99
5861,40510,99
5862,44070,99
5863,32128,98
5864,18034,98
5865,21801,98
5866,68059,98
5867,15650,98
5868,33540,98
5869,54660,98
5870,02601,98
5871,64153,98
5872,70072,98
5873,55309,98
5874,11040,98
5875,63106,98
5876,95458,98
5877,85337,98
5878,70737,98
5879,30060,98
5880,98338,98
5881,55049,98
5882,12545,98
5883,76579,98
5884,11042,98
5885,32976,98
5886,74015,98
5887,10707,98
5888,98230,98
5889,93647,98
5890,89408,98
5891,33194,98
5892,34116,98
5893,10019,98
5894,17551,98
5895,39212,98
5896,60712,97
5897,12563,97
5898,98292,97
5899,07676,97
5900,60606,97
5901,98406,97
5902,97351,97
5903,77345,97
5904,06385,97
5905,15207,97
5906,29926,97
5907,98329,97
5908,08724,97
5909,96088,97
5910,98195,97
5911,08805,97
5912,77515,97
5913,11218,97
5914,23703,97
5915,11776,97
5916,66012,97
5917,46124,96
5918,77521,96
5919,95386,96
5920,84414,96
5921,29718,96
5922,21229,96
5923,98531,96
5924,02048,96
5925,34446,96
5926,89101,96
5927,20007,96
5928,95223,96
5929,10962,96
5930,93720,96
5931,29832,96
5932,23867,96
5933,33611,96
5934,49348,96
5935,86327,96
5936,97487,96
5937,60453,96
5938,97869,96
5939,54302,96
5940,97345,96
5941,20170,96
5942,46158,96
5943,13413,96
5944,17241,95
5945,33328,95
5946,36804,95
5947,80234,95
5948,02038,95
5949,97003,95
5950,48183,95
5951,46118,95
5952,36054,95
5953,60639,95
5954,61610,95
5955,38112,95
5956,97204,95
5957,32539,95
5958,12037,95
5959,97064,95
5960,84036,95
5961,98232,95
5962,95659,95
5963,45429,95
5964,36092,95
5965,86404,95
5966,50263,95
5967,33703,95
5968,45229,95
5969,29374,95
5970,32202,95
5971,30912,95
5972,30240,95
5973,98665,95
5974,95720,95
5975,15236,95
5976,01835,95
5977,07728,95
5978,91935,95
5979,26003,95
5980,55976,95
5981,95612,95
5982,45066,95
5983,95454,95
5984,14206,94
5985,98221,94
5986,92557,94
5987,95237,94
5988,22624,94
5989,28716,94
5990,30553,94
5991,60565,94
5992,14201,94
5993,97367,94
5994,60195,94
5995,55406,94
5996,16875,94
5997,23838,94
5998,53216,94
5999,06074,94
6000,85207,94
6001,97469,94
6002,95554,94
6003,24551,94
6004,95619,94
6005,56055,94
6006,60140,94
6007,98368,94
6008,31833,94
6009,30110,93
6010,93531,93
6011,30521,93
6012,30542,93
6013,92282,93
6014,02132,93
6015,97473,93
6016,97883,93
6017,08758,93
6018,11767,93
6019,78253,93
6020,34117,93
6021,01841,93
6022,90038,93
6023,53210,93
6024,63070,93
6025,01845,93
6026,89301,93
6027,95247,93
6028,54311,93
6029,50320,93
6030,27524,93
6031,06320,93
6032,50208,93
6033,75069,93
6034,47172,93
6035,48823,93
6036,02090,93
6037,02906,93
6038,29638,92
6039,76008,92
6040,11790,92
6041,32059,92
6042,32096,92
6043,48380,92
6044,01581,92
6045,29435,92
6046,28792,92
6047,16858,92
6048,80513,92
6049,23707,92
6050,21128,92
6051,63105,92
6052,06483,92
6053,15101,92
6054,27104,92
6055,85203,92
6056,11510,92
6057,38671,92
6058,84075,92
6059,28804,92
6060,93241,92
6061,97374,92
6062,89029,92
6063,98053,92
6064,89107,92
6065,55031,92
6066,48133,92
6067,10588,92
6068,96107,91
6069,34739,91
6070,22041,91
6071,37055,91
6072,46341,91
6073,06096,91
6074,95703,91
6075,20008,91
6076,60636,91
6077,37934,91
6078,77471,91
6079,17350,91
6080,07072,91
6081,95230,91
6082,89447,91
6083,33579,91
6084,37918,91
6085,17078,91
6086,93737,91
6087,38637,91
6088,04330,91
6089,08512,91
6090,45103,90
6091,06340,90
6092,95714,90
6093,08107,90
6094,98580,90
6095,55336,90
6096,96120,90
6097,27542,90
6098,80017,90
6099,85739,90
6100,32707,90
6101,55744,90
6102,28052,90
6103,48195,90
6104,97836,90
6105,29033,90
6106,32605,90
6107,46071,90
6108,01545,90
6109,06514,90
6110,19151,90
6111,45419,90
6112,03867,90
6113,97452,90
6114,28786,90
6115,55019,90
6116,35741,89
6117,93541,89
6118,97376,89
6119,18229,89
6120,80831,89
6121,89104,89
6122,34420,89
6123,53590,89
6124,31601,89
6125,24202,89
6126,95573,89
6127,02379,89
6128,01843,89
6129,27253,89
6130,37854,89
6131,74014,89
6132,44094,89
6133,98022,89
6134,60104,89
6135,89121,89
6136,11782,89
6137,90272,89
6138,60457,89
6139,30230,89
6140,55972,89
6141,14219,89
6142,36567,89
6143,60004,89
6144,29540,89
6145,94506,89
6146,16870,89
6147,20198,89
6148,97377,89
6149,84645,89
6150,07109,89
6151,97007,88
6152,02532,88
6153,55013,88
6154,17201,88
6155,47203,88
6156,32569,88
6157,48205,88
6158,55066,88
6159,34472,88
6160,35215,88
6161,21045,88
6162,20112,88
6163,86025,88
6164,33067,88
6165,21774,88
6166,95374,88
6167,64154,88
6168,28146,88
6169,27517,88
6170,98328,88
6171,93067,88
6172,85194,88
6173,55331,88
6174,33813,88
6175,35218,88
6176,50111,88
6177,89118,88
6178,97041,88
6179,33332,88
6180,10940,88
6181,46075,88
6182,55779,88
6183,02359,88
6184,30814,88
6185,96041,87
6186,95631,87
6187,37043,87
6188,43210,87
6189,29596,87
6190,24211,87
6191,48206,87
6192,28762,87
6193,92651,87
6194,80125,87
6195,80018,87
6196,44224,87
6197,08077,87
6198,02718,87
6199,45013,87
6200,49331,87
6201,54701,87
6202,10474,87
6203,94131,87
6204,50061,87
6205,04072,87
6206,46122,87
6207,62205,87
6208,97326,87
6209,95977,87
6210,43162,87
6211,85378,87
6212,03256,87
6213,91351,87
6214,92118,87
6215,33706,87
6216,98579,87
6217,87105,86
6218,03229,86
6219,22939,86
6220,80631,86
6221,97386,86
6222,66030,86
6223,17262,86
6224,07662,86
6225,33873,86
6226,17566,86
6227,01060,86
6228,53158,86
6229,01760,86
6230,11752,86
6231,46037,86
6232,30182,86
6233,33068,86
6234,19312,86
6235,36867,86
6236,97390,86
6237,12061,86
6238,36551,86
6239,28642,86
6240,21037,86
6241,66112,86
6242,56273,86
6243,33635,86
6244,43025,86
6245,33776,86
6246,29692,86
6247,44236,86
6248,73141,86
6249,97022,86
6250,97325,86
6251,19112,86
6252,22655,85
6253,64125,85
6254,12183,85
6255,70363,85
6256,91978,85
6257,89821,85
6258,98277,85
6259,70605,85
6260,22844,85
6261,02043,85
6262,06037,85
6263,29582,85
6264,50315,85
6265,97144,85
6266,56003,85
6267,39532,85
6268,32206,85
6269,28655,85
6270,47130,85
6271,45207,85
6272,32967,85
6273,22815,85
6274,02478,85
6275,15666,85
6276,50327,85
6277,75056,85
6278,31705,85
6279,28451,85
6280,33811,85
6281,13323,85
6282,60191,85
6283,60478,85
6284,32433,85
6285,97906,84
6286,56036,84
6287,33301,84
6288,24354,84
6289,53719,84
6290,35501,84
6291,97051,84
6292,60558,84
6293,17225,84
6294,98042,84
6295,24312,84
6296,22712,84
6297,80122,84
6298,85373,84
6299,56101,84
6300,20115,84
6301,23072,84
6302,95969,84
6303,95948,84
6304,79934,84
6305,60025,84
6306,37312,84
6307,22204,84
6308,39553,83
6309,36830,83
6310,35125,83
6311,31046,83
6312,92107,83
6313,28384,83
6314,30236,83
6315,97080,83
6316,33597,83
6317,10547,83
6318,80260,83
6319,48184,83
6320,33138,83
6321,11203,83
6322,29048,83
6323,21758,83
6324,49127,83
6325,01915,83
6326,32643,83
6327,27695,83
6328,97410,83
6329,01913,83
6330,90802,83
6331,24013,83
6332,17569,83
6333,06608,83
6334,01104,83
6335,55350,83
6336,78248,83
6337,93270,83
6338,15233,83
6339,78712,83
6340,34104,83
6341,55802,83
6342,14228,83
6343,72301,83
6344,53051,83
6345,55319,82
6346,65738,82
6347,01719,82
6348,19138,82
6349,27263,82
6350,95525,82
6351,55925,82
6352,27301,82
6353,11520,82
6354,97370,82
6355,93458,82
6356,97346,82
6357,96094,82
6358,91104,82
6359,31061,82
6360,29530,82
6361,08822,82
6362,65201,82
6363,08091,82
6364,27537,82
6365,54301,82
6366,29003,82
6367,93212,82
6368,39520,82
6369,46368,82
6370,85658,82
6371,98375,82
6372,95681,82
6373,21804,82
6374,35463,82
6375,56016,82
6376,76310,82
6377,30047,81
6378,47802,81
6379,34236,81
6380,30103,81
6381,84324,81
6382,97738,81
6383,66213,81
6384,43222,81
6385,23882,81
6386,27006,81
6387,98247,81
6388,97358,81
6389,97541,81
6390,70058,81
6391,21793,81
6392,30346,81
6393,56360,81
6394,85356,81
6395,12018,81
6396,11212,81
6397,02896,81
6398,95228,81
6399,18036,81
6400,17747,81
6401,96008,81
6402,55353,81
6403,32455,81
6404,30064,81
6405,16157,81
6406,86320,81
6407,92036,81
6408,18041,80
6409,56310,80
6410,32570,80
6411,34120,80
6412,97021,80
6413,33193,80
6414,95685,80
6415,04102,80
6416,43227,80
6417,34461,80
6418,49240,80
6419,53532,80
6420,97369,80
6421,60629,80
6422,19977,80
6423,02771,80
6424,08270,80
6425,53081,80
6426,08501,80
6427,20110,80
6428,33952,80
6429,80003,80
6430,97911,80
6431,77433,80
6432,31523,80
6433,17837,80
6434,49002,80
6435,64063,80
6436,45243,80
6437,35043,80
6438,51106,80
6439,93609,80
6440,01507,80
6441,10455,80
6442,63011,80
6443,03431,79
6444,76132,79
6445,45030,79
6446,43611,79
6447,07055,79
6448,29178,79
6449,56119,79
6450,95470,79
6451,06076,79
6452,50023,79
6453,12521,79
6454,32736,79
6455,29446,79
6456,48234,79
6457,56352,79
6458,63074,79
6459,98366,79
6460,49001,79
6461,22701,79
6462,34119,79
6463,29038,79
6464,20720,79
6465,35208,79
6466,20866,79
6467,28601,79
6468,84066,79
6469,44256,79
6470,97039,79
6471,32466,79
6472,11423,79
6473,54914,79
6474,32344,79
6475,10706,79
6476,68007,79
6477,18976,79
6478,33160,79
6479,85296,79
6480,70461,79
6481,33036,79
6482,86502,79
6483,24366,78
6484,80232,78
6485,32459,78
6486,60603,78
6487,37849,78
6488,30721,78
6489,24328,78
6490,84511,78
6491,93268,78
6492,63135,78
6493,15229,78
6494,48842,78
6495,45005,78
6496,28104,78
6497,43055,78
6498,32408,78
6499,35096,78
6500,26508,78
6501,11950,78
6502,92301,78
6503,11953,78
6504,70094,78
6505,95715,78
6506,11705,78
6507,98604,78
6508,24435,78
6509,28086,78
6510,07457,77
6511,19807,77
6512,06482,77
6513,77583,77
6514,44056,77
6515,15201,77
6516,11798,77
6517,46350,77
6518,33629,77
6519,97136,77
6520,95465,77
6521,33606,77
6522,29164,77
6523,95830,77
6524,48640,77
6525,63348,77
6526,34947,77
6527,78628,77
6528,20895,77
6529,48161,77
6530,98383,77
6531,54313,77
6532,38305,77
6533,21613,77
6534,44120,77
6535,12526,77
6536,02370,77
6537,29055,77
6538,97865,77
6539,10516,77
6540,29547,77
6541,72206,77
6542,76262,77
6543,85387,77
6544,14464,77
6545,19611,77
6546,34788,77
6547,27514,77
6548,86047,77
6549,40059,77
6550,40258,77
6551,07823,77
6552,32607,77
6553,29129,77
6554,93615,77
6555,11208,77
6556,15025,76
6557,07080,76
6558,18042,76
6559,07950,76
6560,10577,76
6561,33050,76
6562,65806,76
6563,30752,76
6564,03862,76
6565,47025,76
6566,96067,76
6567,84766,76
6568,29168,76
6569,29475,76
6570,85331,76
6571,76705,76
6572,48314,76
6573,73169,76
6574,06770,76
6575,92391,76
6576,35456,76
6577,45220,76
6578,45212,76
6579,19146,76
6580,11230,76
6581,45213,76
6582,17044,76
6583,32409,76
6584,93426,76
6585,60042,76
6586,33327,76
6587,49093,76
6588,60554,76
6589,45217,76
6590,96033,76
6591,34737,76
6592,98360,75
6593,07481,75
6594,98671,75
6595,84647,75
6596,53126,75
6597,97833,75
6598,12528,75
6599,48219,75
6600,93428,75
6601,37763,75
6602,60115,75
6603,10941,75
6604,11968,75
6605,22847,75
6606,93312,75
6607,32043,75
6608,11205,75
6609,08057,75
6610,33982,75
6611,44139,75
6612,85205,75
6613,32250,75
6614,36264,75
6615,06415,75
6616,70115,75
6617,98686,75
6618,68142,75
6619,32950,75
6620,75025,75
6621,97820,75
6622,10952,75
6623,95542,75
6624,97627,75
6625,84317,75
6626,16001,75
6627,72114,74
6628,54729,74
6629,19507,74
6630,39562,74
6631,56329,74
6632,20144,74
6633,08232,74
6634,36532,74
6635,13219,74
6636,75051,74
6637,36604,74
6638,55007,74
6639,95439,74
6640,34695,74
6641,37663,74
6642,85632,74
6643,84092,74
6644,65810,74
6645,47143,74
6646,77447,74
6647,04039,74
6648,31525,74
6649,47126,74
6650,32935,74
6651,45245,74
6652,30075,74
6653,07620,74
6654,29570,74
6655,17316,74
6656,24148,74
6657,60443,74
6658,08094,74
6659,23920,74
6660,07632,74
6661,34762,74
6662,11514,74
6663,99217,74
6664,06051,74
6665,39272,74
6666,29047,74
6667,56031,74
6668,66223,74
6669,60081,74
6670,19707,74
6671,31021,74
6672,22642,73
6673,08827,73
6674,93529,73
6675,55372,73
6676,08721,73
6677,75010,73
6678,44062,73
6679,60415,73
6680,95652,73
6681,97111,73
6682,89040,73
6683,20141,73
6684,39180,73
6685,99016,73
6686,04103,73
6687,19144,73
6688,32708,73
6689,24523,73
6690,56058,73
6691,24083,73
6692,44011,73
6693,46148,73
6694,85396,73
6695,23117,73
6696,01451,73
6697,15037,73
6698,48350,73
6699,32033,73
6700,10703,73
6701,97001,73
6702,30097,73
6703,55144,73
6704,04090,73
6705,21050,73
6706,02762,73
6707,94956,73
6708,48310,72
6709,56359,72
6710,38506,72
6711,29037,72
6712,32548,72
6713,07604,72
6714,30504,72
6715,80621,72
6716,32220,72
6717,95672,72
6718,29635,72
6719,11713,72
6720,37087,72
6721,20711,72
6722,29101,72
6723,46280,72
6724,33433,72
6725,15202,72
6726,15010,72
6727,21722,72
6728,55902,72
6729,32317,72
6730,85118,72
6731,45177,72
6732,56466,72
6733,35462,72
6734,11946,72
6735,85266,72
6736,11731,72
6737,07088,72
6738,24090,72
6739,24301,72
6740,27522,72
6741,75154,72
6742,31320,72
6743,33803,72
6744,33542,72
6745,02093,72
6746,03766,71
6747,45255,71
6748,90803,71
6749,14214,71
6750,01740,71
6751,73034,71
6752,13159,71
6753,17756,71
6754,02702,71
6755,02120,71
6756,84040,71
6757,13403,71
6758,34470,71
6759,04032,71
6760,38103,71
6761,16881,71
6762,29918,71
6763,29332,71
6764,89436,71
6765,33440,71
6766,21158,71
6767,19901,71
6768,24141,71
6769,44141,71
6770,21034,71
6771,75070,71
6772,98625,71
6773,34637,71
6774,81007,71
6775,33823,71
6776,33322,71
6777,23120,71
6778,55065,71
6779,03076,71
6780,70663,71
6781,30680,71
6782,47334,71
6783,33897,70
6784,19506,70
6785,98058,70
6786,06762,70
6787,80225,70
6788,99223,70
6789,07731,70
6790,93263,70
6791,93286,70
6792,23970,70
6793,75125,70
6794,63368,70
6795,30276,70
6796,45204,70
6797,52245,70
6798,01773,70
6799,20041,70
6800,44903,70
6801,53022,70
6802,45248,70
6803,07726,70
6804,48415,70
6805,02898,70
6806,03865,70
6807,70454,70
6808,97137,70
6809,06418,70
6810,95551,70
6811,45322,70
6812,85208,70
6813,28752,70
6814,06790,70
6815,08033,70
6816,06279,70
6817,29944,70
6818,02148,70
6819,02143,70
6820,55123,70
6821,46342,70
6822,24014,70
6823,95543,69
6824,44321,69
6825,77377,69
6826,13214,69
6827,95570,69
6828,55398,69
6829,19343,69
6830,34484,69
6831,96143,69
6832,86335,69
6833,35211,69
6834,11204,69
6835,17740,69
6836,17026,69
6837,44021,69
6838,11226,69
6839,36079,69
6840,21791,69
6841,81240,69
6842,98284,69
6843,96064,69
6844,80230,69
6845,38571,69
6846,18640,69
6847,52241,69
6848,84312,69
6849,12564,69
6850,97455,69
6851,43701,69
6852,45341,69
6853,73084,69
6854,72209,69
6855,85332,69
6856,98382,69
6857,35754,69
6858,78112,69
6859,30025,68
6860,22207,68
6861,98611,68
6862,24055,68
6863,49456,68
6864,28401,68
6865,22560,68
6866,23950,68
6867,60431,68
6868,54751,68
6869,44077,68
6870,95421,68
6871,29039,68
6872,30002,68
6873,07748,68
6874,77204,68
6875,08731,68
6876,08062,68
6877,18661,68
6878,12090,68
6879,98365,68
6880,97117,68
6881,49080,68
6882,22551,68
6883,53913,68
6884,48604,68
6885,36032,68
6886,34235,68
6887,43143,68
6888,80130,68
6889,37379,68
6890,03904,67
6891,28344,67
6892,21216,67
6893,28166,67
6894,43220,67
6895,45601,67
6896,36111,67
6897,39565,67
6898,48036,67
6899,66206,67
6900,70754,67
6901,21231,67
6902,60659,67
6903,92091,67
6904,02536,67
6905,29466,67
6906,86322,67
6907,55707,67
6908,96055,67
6909,48854,67
6910,86432,67
6911,23889,67
6912,89049,67
6913,32438,67
6914,08812,67
6915,44039,67
6916,15068,67
6917,85173,67
6918,93626,67
6919,49404,67
6920,74066,67
6921,21048,67
6922,98563,67
6923,23879,67
6924,24588,67
6925,33972,67
6926,60482,67
6927,55074,67
6928,37924,66
6929,35674,66
6930,15537,66
6931,33470,66
6932,19512,66
6933,54937,66
6934,11228,66
6935,11961,66
6936,13790,66
6937,17520,66
6938,12529,66
6939,22968,66
6940,28621,66
6941,44720,66
6942,15644,66
6943,31220,66
6944,78252,66
6945,34289,66
6946,55810,66
6947,55312,66
6948,21212,66
6949,48134,66
6950,31308,66
6951,29125,66
6952,97053,66
6953,77365,66
6954,28711,66
6955,33801,66
6956,06088,66
6957,98374,66
6958,30269,66
6959,02720,66
6960,20171,66
6961,98320,66
6962,76063,66
6963,97122,66
6964,13104,66
6965,68064,66
6966,13316,66
6967,02364,66
6968,95113,66
6969,34448,66
6970,95316,66
6971,12553,65
6972,36010,65
6973,10001,65
6974,44301,65
6975,60649,65
6976,29546,65
6977,64029,65
6978,92203,65
6979,07110,65
6980,33844,65
6981,46113,65
6982,35133,65
6983,64156,65
6984,40165,65
6985,04401,65
6986,55073,65
6987,03753,65
6988,44092,65
6989,01532,65
6990,63020,65
6991,53714,65
6992,93527,65
6993,71047,65
6994,17361,65
6995,33547,65
6996,24440,65
6997,10308,65
6998,68069,65
6999,02461,65
7000,20117,65
7001,77050,65
7002,83709,65
7003,96035,65
7004,08618,65
7005,68178,65
7006,98244,65
7007,23872,65
7008,80525,64
7009,49428,64
7010,55024,64
7011,11733,64
7012,63012,64
7013,07865,64
7014,17981,64
7015,98007,64
7016,92536,64
7017,28306,64
7018,97385,64
7019,02466,64
7020,29819,64
7021,33181,64
7022,46259,64
7023,48906,64
7024,60142,64
7025,13207,64
7026,41075,64
7027,49401,64
7028,84528,64
7029,29432,64
7030,23821,64
7031,15209,64
7032,97010,64
7033,70128,64
7034,48166,64
7035,97366,64
7036,29593,64
7037,75181,64
7038,19734,64
7039,03257,64
7040,60480,64
7041,93553,64
7042,55105,63
7043,60804,63
7044,08005,63
7045,43061,63
7046,80007,63
7047,35173,63
7048,77384,63
7049,12302,63
7050,75119,63
7051,56353,63
7052,27563,63
7053,45356,63
7054,19810,63
7055,95548,63
7056,33585,63
7057,29590,63
7058,97215,63
7059,06351,63
7060,15022,63
7061,75701,63
7062,30078,63
7063,40516,63
7064,33626,63
7065,15132,63
7066,86406,63
7067,32011,63
7068,07302,63
7069,33825,63
7070,45373,63
7071,56110,63
7072,02482,63
7073,02141,63
7074,56143,63
7075,56150,63
7076,04106,63
7077,12305,63
7078,16509,63
7079,14514,63
7080,49341,62
7081,46032,62
7082,92061,62
7083,06498,62
7084,23129,62
7085,97481,62
7086,61073,62
7087,08759,62
7088,23146,62
7089,23860,62
7090,48051,62
7091,88030,62
7092,21220,62
7093,20180,62
7094,13850,62
7095,77554,62
7096,98251,62
7097,33834,62
7098,95462,62
7099,11372,62
7100,95918,62
7101,65757,62
7102,95383,62
7103,84758,62
7104,98926,62
7105,08215,62
7106,17870,62
7107,20190,62
7108,11933,62
7109,77469,62
7110,53203,62
7111,02571,62
7112,50112,62
7113,01463,62
7114,99019,62
7115,48118,62
7116,03042,62
7117,89703,62
7118,10466,62
7119,95311,62
7120,33767,62
7121,14775,62
7122,06052,62
7123,39042,62
7124,96013,62
7125,95634,62
7126,89123,62
7127,98177,62
7128,60602,62
7129,33306,62
7130,02472,62
7131,21713,62
7132,84726,62
7133,45371,62
7134,27823,62
7135,28315,62
7136,16803,62
7137,85262,62
7138,11001,62
7139,29664,62
7140,81201,62
7141,12196,61
7142,08876,61
7143,19126,61
7144,55960,61
7145,55072,61
7146,99218,61
7147,87301,61
7148,29145,61
7149,07450,61
7150,43528,61
7151,45219,61
7152,76501,61
7153,24065,61
7154,13084,61
7155,60406,61
7156,30217,61
7157,02019,61
7158,85539,61
7159,28144,61
7160,12771,61
7161,50321,61
7162,02460,61
7163,61108,61
7164,29104,61
7165,24015,61
7166,06475,61
7167,33830,61
7168,29042,61
7169,97758,61
7170,11213,61
7171,23919,61
7172,95627,61
7173,60450,61
7174,84314,61
7175,34773,61
7176,31092,61
7177,92656,61
7178,85364,61
7179,75702,61
7180,21210,61
7181,27455,61
7182,43619,61
7183,96001,61
7184,20912,61
7185,21044,61
7186,30277,61
7187,21084,61
7188,56168,61
7189,11501,61
7190,78155,60
7191,93225,60
7192,85643,60
7193,34442,60
7194,48722,60
7195,27565,60
7196,94599,60
7197,77066,60
7198,60491,60
7199,27527,60
7200,60447,60
